date,issuer_id,name,market_cap,market_cap_change_24h,volume_24h,tokens_n,chains_n,underlyings_n,live_tokens_n
2026-09-08,reality-ecosystem,Reality,10671484.494350035,-127890.23053159751,152680.586164919,2,1,2,2
2026-09-08,republic-tokenized-pre-ipo-assets,Republic,40390707.24917661,1396798.2281064019,1262964.2686258515,2,1,1,1
2026-09-08,robinhood-chain-stocks-ecosystem,Robinhood Europe,143089745.74590862,4677391.3939732015,268775294.74779195,186,1,186,78
2026-09-08,securitize-ecosystem,Securitize,15522173.94,0.0,0.0,1,3,1,0
2026-09-08,st0x-ecosystem,ST0x,1172256.330309484,314983.278131685,806221.3605062795,6,1,6,4
2026-09-08,streamex-ecosystem,Streamex,13559901.494909966,-4321.129547594115,0.0,1,1,0,0
2026-09-08,tessera-tokenized-pre-ipo-assets,Tessera Tokenized Pre-IPO Assets,,,,3,1,0,0
2026-09-08,tether-ecosystem,Tether,2816489464.268616,-2184490.7160611153,752113906.6623472,2,15,1,2
2026-09-08,token-teknoloji-a-s-ecosystem,Token Teknoloji,330.953003056576,1.4855780101212304,10709.952590650642,4,3,2,0
2026-09-08,unitas-ecosystem,Unitas,12395967.195786957,76197.95264549926,178.25219883992784,1,1,1,0
2026-09-08,vnx-commodities-ag-ecosystem,VNX,6214428.658384276,-29328.635431088507,17057.075373076685,1,6,1,1
2026-09-08,xstocks-ecosystem,xStocks,751083619.856887,27633551.48766005,77326005.81924352,130,16,114,54
2026-09-09,anchored-ecosystem,Anchored Labs,1041996.8258351563,1423.2565735901007,0.0,80,6,80,0
2026-09-09,backpack-securities-ecosystem,Backpack Securities,22623154.485000234,-251115.5994237885,20381923.491901986,15,1,15,15
2026-09-09,bstocks-ecosystem,BTech Holdings Limited,490612329.9417017,40116564.15868193,177265004.0705817,56,1,55,55
2026-09-09,coinbase-ecosystem,Coinbase,9476936.744365452,563845.6648842506,34779641.88583901,4,1,4,4
2026-09-09,comtech-ecosystem,ComTech,3386596.02414564,-4553.810322870035,900126.3409847935,1,1,1,1
2026-09-09,dinari-ecosystem,Dinari,6854136.07077991,5813675.327124489,43116.41377779078,137,5,137,2
2026-09-09,dominion-market-ecosystem,Dominion Market,6181364.057259354,45076.60741295945,359409.62610678666,1,1,1,1
2026-09-09,figure-markets-ecosystem,"Figure Technology Solutions, Inc.",,,,1,1,0,0
2026-09-09,gate-ecosystem,Gate,0.0,0.0,338342.2959151429,1,0,1,1
2026-09-09,goldfish-ecosystem,Goldfish,87697181.39024724,-870848.7766135931,106259.49075414587,1,1,1,1
2026-09-09,japaul-ltd-ecosystem,Japaul,,,,1,1,1,0
2026-09-09,kinesis-ecosystem,Kinesis Money,584915365.8601295,348027.2421389818,498357.96812864835,2,1,2,2
2026-09-09,kinka-ecosystem,Kinka,,,,1,2,0,0
2026-09-09,matrixdock-ecosystem,Matrixdock,76494085.00401586,-86356.51924179494,532375.3695941537,2,11,2,1
2026-09-09,midas-labs-ecosystem,Midas Labs,5504634.527331212,-13941.4477807004,304988.38631654496,1,1,1,1
2026-09-09,mks-pamp-ecosystem,MKS PAMP,10528656.442050852,-105779.93797552213,1408.8327437990527,1,3,1,0
2026-09-09,ondo-tokenized-assets,Ondo Finance,963959060.5860739,-1850393.4968743324,198892275.2519253,438,4,438,243
2026-09-09,paxos-ecosystem,Paxos Global,1899346692.6740098,-4895409.722305536,130073990.90534028,1,1,1,1
2026-09-09,pleasing-ecosystem,Pleasing Market,85841165.03070076,,6.433235799475217,1,2,1,0
2026-09-09,prestocks-ecosystem,PreStocks,18835303.88817899,758490.5745762512,11731319.875089545,7,1,7,6
2026-09-09,quorium-ecosystem,Quorium,,,,1,1,0,0
2026-09-09,reality-ecosystem,Reality,10774172.45238518,102687.95803514495,914132.083555341,2,1,2,2
2026-09-09,republic-tokenized-pre-ipo-assets,Republic,42920198.71275727,2529491.4635806605,1792456.0847849092,2,1,1,1
2026-09-09,robinhood-chain-stocks-ecosystem,Robinhood Europe,145577970.16409233,2298770.484930277,273670046.0643089,186,1,186,106
2026-09-09,securitize-ecosystem,Securitize,17031929.46,1509755.5200000014,0.0,1,3,1,0
2026-09-09,st0x-ecosystem,ST0x,735087.6750405206,-437168.6552689631,731670.035852534,6,1,6,3
2026-09-09,streamex-ecosystem,Streamex,13556297.475892711,-3604.0190172549337,0.0,1,1,0,0
2026-09-09,tessera-tokenized-pre-ipo-assets,Tessera Tokenized Pre-IPO Assets,,,,3,1,0,0
2026-09-09,tether-ecosystem,Tether,2809232010.261441,-7257454.007174969,187224231.1958655,2,15,1,2
2026-09-09,token-teknoloji-a-s-ecosystem,Token Teknoloji,332.04552634731755,1.0925232907415534,31764.539271591966,4,3,2,2
2026-09-09,unitas-ecosystem,Unitas,12388258.85809219,-7708.337694766,1171.2489751074704,1,1,1,0
2026-09-09,vnx-commodities-ag-ecosystem,VNX,6217244.987201074,2816.3288167985156,18071.292253326796,1,6,1,1
2026-09-09,xstocks-ecosystem,xStocks,749567679.248366,-83319919.39404213,133461514.76852906,130,16,114,67
2026-09-10,anchored-ecosystem,Anchored Labs,1020726.9996002736,-21269.826234882697,0.0,80,6,80,0
2026-09-10,backpack-securities-ecosystem,Backpack Securities,21802406.278261885,-820748.2067383416,19800078.587237578,26,1,26,23
2026-09-10,bstocks-ecosystem,BTech Holdings Limited,517594016.18111384,26981686.23941219,209254674.85132432,56,1,55,55
2026-09-10,coinbase-ecosystem,Coinbase,9718257.631535742,241320.88717029057,53188696.78338681,4,1,4,4
2026-09-10,comtech-ecosystem,ComTech,3391138.209011622,4542.184865981806,901670.8233173143,1,1,1,1
2026-09-10,dinari-ecosystem,Dinari,7404743.12613184,550607.0553519297,17819.018727588307,137,5,137,0
2026-09-10,dominion-market-ecosystem,Dominion Market,6209110.311732629,27746.254473275505,640025.9422101802,1,1,1,1
2026-09-10,figure-markets-ecosystem,"Figure Technology Solutions, Inc.",,,,1,1,0,0
2026-09-10,gate-ecosystem,Gate,0.0,0.0,135113.19161487735,1,0,1,1
2026-09-10,goldfish-ecosystem,Goldfish,88669854.69762895,972673.3073817044,84312.03753214715,1,1,1,1
2026-09-10,japaul-ltd-ecosystem,Japaul,,,,1,1,1,0
2026-09-10,kinesis-ecosystem,Kinesis Money,583651366.214837,-1263999.6452925205,582653.5715431711,2,1,2,2
2026-09-10,kinka-ecosystem,Kinka,,,,1,2,0,0
2026-09-10,matrixdock-ecosystem,Matrixdock,76616002.1035748,121917.09955893457,531778.0859558679,2,11,2,2
2026-09-10,midas-labs-ecosystem,Midas Labs,5507106.242282961,2471.7149517489597,311085.91104992526,1,1,1,1
2026-09-10,mks-pamp-ecosystem,MKS PAMP,10562216.586464673,33560.1444138214,599.4720394501159,1,3,1,0
2026-09-10,ondo-tokenized-assets,Ondo Finance,949728923.4560375,-14230487.48274517,179924853.31492114,438,4,438,234
2026-09-10,paxos-ecosystem,Paxos Global,1900406961.9354928,1060269.261482954,111691421.1522157,1,1,1,1
2026-09-10,pleasing-ecosystem,Pleasing Market,85833429.84335898,-7735.18734177947,1.193783552009866,1,2,1,0
2026-09-10,prestocks-ecosystem,PreStocks,18819810.23628185,-15493.651897139847,12874334.000486346,7,1,7,5
2026-09-10,quorium-ecosystem,Quorium,,,,1,1,0,0
2026-09-10,reality-ecosystem,Reality,10889327.043803059,115154.59141787887,896227.4706792043,2,1,2,2
2026-09-10,republic-tokenized-pre-ipo-assets,Republic,41382869.92304675,-1537328.7897105142,2309509.6736768135,2,1,1,1
2026-09-10,robinhood-chain-stocks-ecosystem,Robinhood Europe,151147487.10018042,5569516.936088145,262785019.0049968,186,1,186,96
2026-09-10,securitize-ecosystem,Securitize,17645267.64,613338.1799999997,0.0,1,3,1,0
2026-09-10,st0x-ecosystem,ST0x,729481.285522013,-5606.38951850764,815770.1331817829,6,1,6,4
2026-09-10,streamex-ecosystem,Streamex,13548864.763743538,-7432.712149173021,0.0,1,1,0,0
2026-09-10,tessera-tokenized-pre-ipo-assets,Tessera Tokenized Pre-IPO Assets,,,,3,1,0,0
2026-09-10,tether-ecosystem,Tether,2811517027.6578217,2285017.3963804245,174782178.03514302,2,15,1,2
2026-09-10,token-teknoloji-a-s-ecosystem,Token Teknoloji,333.9963097763232,1.9507834290056394,10844.483510765065,4,3,2,2
2026-09-10,unitas-ecosystem,Unitas,12478430.690248678,90171.83215648681,9.602001042488139,1,1,1,0
2026-09-10,vnx-commodities-ag-ecosystem,VNX,6213398.031987313,-3846.955213760957,15503.987691290957,1,6,1,1
2026-09-10,xstocks-ecosystem,xStocks,746463483.3462815,-3941440.4207338095,207629113.38125175,130,16,114,65
2026-09-11,anchored-ecosystem,Anchored Labs,1020528.6957313406,-198.30386893299874,0.0,80,6,80,0
2026-09-11,backpack-securities-ecosystem,Backpack Securities,23091779.020829707,1289372.7425678223,27094535.593029413,26,1,26,26
2026-09-11,bstocks-ecosystem,BTech Holdings Limited,515737281.2351273,-1856734.9459866881,195544033.11123806,56,1,55,54
2026-09-11,coinbase-ecosystem,Coinbase,9984859.4626583,266601.8311225567,44146484.308727145,4,1,4,4
2026-09-11,comtech-ecosystem,ComTech,3344834.934692145,-46303.274319476914,897212.9481569298,1,1,1,1
2026-09-11,dinari-ecosystem,Dinari,7895867.499332636,491124.3732007956,38353.40403514236,137,5,137,1
2026-09-11,figure-markets-ecosystem,"Figure Technology Solutions, Inc.",,,,1,1,0,0
2026-09-11,gate-ecosystem,Gate,0.0,0.0,494991.6913277485,1,0,1,1
2026-09-11,goldfish-ecosystem,Goldfish,87628847.90605938,-1041006.7915695608,97204.73945256465,1,1,1,1
2026-09-11,japaul-ltd-ecosystem,Japaul,,,,1,1,1,0
2026-09-11,kinesis-ecosystem,Kinesis Money,574174602.6660225,-9476763.548814416,1191871.7871674658,2,1,2,2
2026-09-11,kinka-ecosystem,Kinka,,,,1,2,0,0
2026-09-11,matrixdock-ecosystem,Matrixdock,75542436.2688962,-1073565.8346785903,495639.72605132335,2,11,2,2
2026-09-11,midas-labs-ecosystem,Midas Labs,5453174.515247517,-53931.7270354433,405680.3185887484,1,1,1,1
2026-09-11,mks-pamp-ecosystem,MKS PAMP,10442928.882919705,-119287.70354496874,2569.6849214219064,1,3,1,0
2026-09-11,ondo-tokenized-assets,Ondo Finance,942676533.1950904,-7052566.407455683,184801144.19262657,438,4,438,235
2026-09-11,paxos-ecosystem,Paxos Global,1881728324.649355,-18678637.28613782,182845647.06773704,1,1,1,1
2026-09-11,pleasing-ecosystem,Pleasing Market,85073873.79718427,-759556.046174705,14.5933577167369,1,2,1,0
2026-09-11,prestocks-ecosystem,PreStocks,20346007.852459583,1526197.616177734,14370600.007822271,7,1,7,5
2026-09-11,quorium-ecosystem,Quorium,,,,1,1,0,0
2026-09-11,reality-ecosystem,Reality,10690075.861152612,-199251.1826504469,1529626.7603737386,2,1,2,2
2026-09-11,republic-tokenized-pre-ipo-assets,Republic,40856627.764907435,-526242.1581393182,871453.3375457914,2,1,1,1
2026-09-11,robinhood-chain-stocks-ecosystem,Robinhood Europe,155246543.20100808,4099056.100827664,509847226.6332993,186,1,186,80
2026-09-11,securitize-ecosystem,Securitize,16890389.88,-754877.7600000016,0.0,1,3,1,0
2026-09-11,st0x-ecosystem,ST0x,738688.3709276872,9207.085405674181,612041.0541931543,6,1,6,3
2026-09-11,streamex-ecosystem,Streamex,13404528.572580133,-144336.19116340578,0.0,1,1,0,0
2026-09-11,tessera-tokenized-pre-ipo-assets,Tessera Tokenized Pre-IPO Assets,,,,3,1,0,0
2026-09-11,tether-ecosystem,Tether,2783430522.5865836,-28086505.07123804,328924276.1537675,2,15,1,2
2026-09-11,token-teknoloji-a-s-ecosystem,Token Teknoloji,320.1293849737708,-13.866924802552376,31288.244641421737,4,3,2,3
2026-09-11,unitas-ecosystem,Unitas,12278121.185395526,-200309.50485315174,34.10858940273403,1,1,1,0
2026-09-11,vnx-commodities-ag-ecosystem,VNX,6166580.154985484,-46817.877001829445,36993.829297322,1,6,1,1
2026-09-11,xstocks-ecosystem,xStocks,831520630.42665,5765310.8517507315,123514551.01846142,133,16,117,65
2026-09-12,anchored-ecosystem,Anchored Labs,1021333.2316299622,812.5138216154883,0.0,80,6,80,0
2026-09-12,backpack-securities-ecosystem,Backpack Securities,23112557.901953544,-55600.64543982595,20143358.249409195,26,1,26,26
2026-09-12,bstocks-ecosystem,BTech Holdings Limited,519839329.3487598,3342748.1431079507,175879750.06967503,56,1,55,55
2026-09-12,coinbase-ecosystem,Coinbase,9316613.16872238,-668916.8195209894,29411589.51795484,4,1,4,4
2026-09-12,comtech-ecosystem,ComTech,3324190.4714734354,-29940.00566043798,887542.2349310499,1,1,1,1
2026-09-12,dinari-ecosystem,Dinari,398915.97159900586,-7500314.970858259,62821.32866067494,137,5,137,5
2026-09-12,figure-markets-ecosystem,"Figure Technology Solutions, Inc.",,,,1,1,0,0
2026-09-12,gate-ecosystem,Gate,0.0,0.0,38184.83737789293,1,0,1,1
2026-09-12,goldfish-ecosystem,Goldfish,71454929.02966739,-16230832.512100175,123971.46430477471,1,1,1,1
2026-09-12,japaul-ltd-ecosystem,Japaul,,,,1,1,1,0
2026-09-12,kinesis-ecosystem,Kinesis Money,570118572.5755153,-3884169.368872881,451276.04800976824,2,1,2,2
2026-09-12,kinka-ecosystem,Kinka,,,,1,2,0,0
2026-09-12,matrixdock-ecosystem,Matrixdock,75675218.57958898,95136.64225229621,464401.40572437516,2,11,2,1
2026-09-12,midas-labs-ecosystem,Midas Labs,5461747.44248058,3050.0361554864794,377564.99745275796,1,1,1,1
2026-09-12,mks-pamp-ecosystem,MKS PAMP,10560317.912070895,107460.01131772064,32.394596293185046,1,3,1,0
2026-09-12,ondo-tokenized-assets,Ondo Finance,915458823.8704826,-28159912.09687841,178701940.8222891,438,4,438,233
2026-09-12,paxos-ecosystem,Paxos Global,1885473607.5239596,3694234.0725216866,129343188.99783163,1,1,1,1
2026-09-12,pleasing-ecosystem,Pleasing Market,85076302.24928997,8627.13780978322,4.039333722743692,1,2,1,0
2026-09-12,prestocks-ecosystem,PreStocks,19707882.50431773,-697714.4393658526,11299706.35433941,7,1,7,5
2026-09-12,quorium-ecosystem,Quorium,,,,1,1,0,0
2026-09-12,reality-ecosystem,Reality,10533451.79736527,-252153.36720685475,892655.4977438841,2,1,2,2
2026-09-12,republic-tokenized-pre-ipo-assets,Republic,41129751.04948477,337990.7779974863,482122.3709351723,2,1,1,1
2026-09-12,robinhood-chain-stocks-ecosystem,Robinhood Europe,154385289.14833662,-822520.519072026,307338357.18945295,186,1,186,77
2026-09-12,securitize-ecosystem,Securitize,15946792.68,-943597.1999999993,0.0,1,3,1,0
2026-09-12,st0x-ecosystem,ST0x,808834.13583036,69654.3307903437,35663044.69589465,6,1,6,3
2026-09-12,streamex-ecosystem,Streamex,13398456.216029279,-6072.356550853699,0.0,1,1,0,0
2026-09-12,tessera-tokenized-pre-ipo-assets,Tessera Tokenized Pre-IPO Assets,,,,3,1,0,0
2026-09-12,tether-ecosystem,Tether,2785483671.4963646,1363293.9105043411,176353293.25429705,2,15,1,2
2026-09-12,token-teknoloji-a-s-ecosystem,Token Teknoloji,322.89247339472786,2.123674201167489,38772.664336857655,4,3,2,3
2026-09-12,unitas-ecosystem,Unitas,12275493.856107974,-32658.371449021623,8937.650342070156,1,1,1,0
2026-09-12,vnx-commodities-ag-ecosystem,VNX,6165606.812581525,-20386.469940001145,21302.70682017576,1,6,1,1
2026-09-12,xstocks-ecosystem,xStocks,744677249.0786371,-87618259.4819969,125327854.36265585,133,16,117,66
2026-09-13,anchored-ecosystem,Anchored Labs,1021333.2316299622,1.1641532182693481e-10,0.0,80,6,80,0
2026-09-13,backpack-securities-ecosystem,Backpack Securities,23634352.19119328,536753.9037658423,12134035.128199175,36,1,36,36
2026-09-13,bstocks-ecosystem,BTech Holdings Limited,510260636.09465367,-9834597.790145695,93881136.03229707,56,1,55,54
2026-09-13,coinbase-ecosystem,Coinbase,9205277.539474573,-107084.27613830753,16755754.567786999,10,1,10,10
2026-09-13,comtech-ecosystem,ComTech,3323368.8777606403,2838.037366195116,881897.4738247578,1,1,1,1
2026-09-13,dinari-ecosystem,Dinari,290516.6298247836,-7182302.666775714,271.8426234552229,137,5,137,3
2026-09-13,figure-markets-ecosystem,"Figure Technology Solutions, Inc.",,,,1,1,0,0
2026-09-13,gate-ecosystem,Gate,0.0,0.0,36589.417406333625,1,0,1,1
2026-09-13,goldfish-ecosystem,Goldfish,83750038.24359795,25980399.04075837,260197.7713841473,1,1,1,1
2026-09-13,japaul-ltd-ecosystem,Japaul,,,,1,1,1,0
2026-09-13,kinesis-ecosystem,Kinesis Money,567376936.2493004,-2776037.2380948067,15146.884268480713,2,1,2,1
2026-09-13,kinka-ecosystem,Kinka,,,,1,2,0,0
2026-09-13,matrixdock-ecosystem,Matrixdock,75736194.19748747,79875.77498526871,425474.6454638336,2,11,2,1
2026-09-13,midas-labs-ecosystem,Midas Labs,5459542.711041081,-3094.700282789767,152956.78702206153,1,1,1,1
2026-09-13,mks-pamp-ecosystem,MKS PAMP,10534306.794848494,146494.2676520273,54.748878750296335,1,3,1,0
2026-09-13,ondo-tokenized-assets,Ondo Finance,756079136.7687485,-186146000.176643,125194451.94417286,438,4,438,225
2026-09-13,paxos-ecosystem,Paxos Global,1884096820.8266408,-1328452.890295744,37682163.34250409,1,1,1,1
2026-09-13,pleasing-ecosystem,Pleasing Market,85069188.00758725,,4.038995945999031,1,2,1,0
2026-09-13,prestocks-ecosystem,PreStocks,19373002.47002487,-305342.6195317209,5416377.227249609,7,1,7,4
2026-09-13,quorium-ecosystem,Quorium,,,,1,1,0,0
2026-09-13,reality-ecosystem,Reality,10527469.957361674,-1176.6125672701746,68443.59653383709,2,1,2,2
2026-09-13,republic-tokenized-pre-ipo-assets,Republic,38839791.604966715,-2303961.0743249357,1786691.7727089792,2,1,1,1
2026-09-13,robinhood-chain-stocks-ecosystem,Robinhood Europe,152397448.31342623,-2080330.4049865603,245078221.92230406,186,1,186,69
2026-09-13,securitize-ecosystem,Securitize,15946792.68,0.0,0.0,1,3,1,0
2026-09-13,st0x-ecosystem,ST0x,1012330.2960678529,208630.43524560437,764555.56924444,16,1,16,6
2026-09-13,streamex-ecosystem,Streamex,13387106.836982537,-11349.379046741873,0.0,1,1,0,0
2026-09-13,tessera-tokenized-pre-ipo-assets,Tessera Tokenized Pre-IPO Assets,,,,3,1,0,0
2026-09-13,tether-ecosystem,Tether,2782537103.0269117,-3105038.43655777,73740006.04928328,2,15,1,2
2026-09-13,token-teknoloji-a-s-ecosystem,Token Teknoloji,323.1700432627708,0.28231296070754297,6436.956227912008,4,3,2,0
2026-09-13,unitas-ecosystem,Unitas,12261851.87853775,-4762.522212734446,52339.38264020574,1,1,1,1
2026-09-13,vnx-commodities-ag-ecosystem,VNX,6169702.209783512,1365.4194904835895,13956.158685967053,1,6,1,1
2026-09-13,xstocks-ecosystem,xStocks,715844137.6886375,-32629553.232225657,66718035.22607471,134,16,118,44
2026-09-14,anchored-ecosystem,Anchored Labs,1018695.0098052163,-2638.2218247458804,0.0,80,6,80,0
2026-09-14,backpack-securities-ecosystem,Backpack Securities,24254067.15161595,576019.0192276612,15968825.172359955,36,1,36,34
2026-09-14,bstocks-ecosystem,BTech Holdings Limited,511478507.5056915,2095645.7828851938,109177338.03209831,56,1,55,54
2026-09-14,coinbase-ecosystem,Coinbase,10506995.280768096,1302210.903050417,34788741.29905225,10,1,10,10
2026-09-14,comtech-ecosystem,ComTech,3305066.2153027286,-21323.771139936987,883104.0529524278,1,1,1,1
2026-09-14,dinari-ecosystem,Dinari,947015.8399826387,656464.7589601512,6917.853331909758,137,5,137,1
2026-09-14,figure-markets-ecosystem,"Figure Technology Solutions, Inc.",,,,1,1,0,0
2026-09-14,gate-ecosystem,Gate,0.0,0.0,59315.036636472214,1,0,1,1
2026-09-14,goldfish-ecosystem,Goldfish,81639703.96043584,-1971556.5053848475,38160.1326199588,1,1,1,1
2026-09-14,japaul-ltd-ecosystem,Japaul,,,,1,1,1,0
2026-09-14,kinesis-ecosystem,Kinesis Money,565193566.0823565,-2165669.823002219,620629.4529528444,2,1,2,2
2026-09-14,kinka-ecosystem,Kinka,,,,1,2,0,0
2026-09-14,matrixdock-ecosystem,Matrixdock,74771746.92979163,-978833.0882836282,514687.93954751315,2,11,2,2
2026-09-14,midas-labs-ecosystem,Midas Labs,5394084.992175644,-59023.72050965205,883138.9280032477,1,1,1,1
2026-09-14,mks-pamp-ecosystem,MKS PAMP,10355094.341158137,-177193.00517293252,861.7204869499909,1,3,1,0
2026-09-14,ondo-tokenized-assets,Ondo Finance,910408033.2151203,154624520.97943807,153432978.61543995,438,4,438,181
2026-09-14,paxos-ecosystem,Paxos Global,1862769553.01331,-20271260.70036149,92441554.93091153,1,1,1,1
2026-09-14,pleasing-ecosystem,Pleasing Market,84630903.27877674,,8.594642398495495,1,2,1,0
2026-09-14,prestocks-ecosystem,PreStocks,19239403.826247588,-152875.7576287128,5139429.616812043,7,1,7,5
2026-09-14,quorium-ecosystem,Quorium,,,,1,1,0,0
2026-09-14,reality-ecosystem,Reality,10409891.895213112,-119160.93396485038,191718.88139435268,2,1,2,2
2026-09-14,republic-tokenized-pre-ipo-assets,Republic,39107994.149106555,270952.62063675374,1163531.8076742552,2,1,1,1
2026-09-14,robinhood-chain-stocks-ecosystem,Robinhood Europe,157765956.90584093,3730344.0196863115,208525142.7921303,186,1,186,77
2026-09-14,securitize-ecosystem,Securitize,15946792.68,0.0,0.0,1,3,1,0
2026-09-14,st0x-ecosystem,ST0x,1196479.2434270529,190684.87761844718,1814853.1475116063,16,1,16,8
2026-09-14,streamex-ecosystem,Streamex,13174613.08782674,-212493.74915579706,0.0,1,1,0,0
2026-09-14,tessera-tokenized-pre-ipo-assets,Tessera Tokenized Pre-IPO Assets,,,,3,1,0,0
2026-09-14,tether-ecosystem,Tether,2796789207.82463,13766333.899643898,184324258.27158952,2,15,1,2
2026-09-14,token-teknoloji-a-s-ecosystem,Token Teknoloji,315.3264100069093,-7.734067484111108,15032.006097283389,4,3,2,1
2026-09-14,unitas-ecosystem,Unitas,12207376.289616136,-89301.65758993477,123640.67263670072,1,1,1,1
2026-09-14,vnx-commodities-ag-ecosystem,VNX,6090682.473214564,-80138.30585647933,16013.868298497786,1,6,1,1
2026-09-14,xstocks-ecosystem,xStocks,744928024.1338882,29954434.3559258,95426163.9356046,134,16,118,61
2026-09-15,anchored-ecosystem,Anchored Labs,1020992.8199080552,2845.1042957959,0.0,80,6,80,0
2026-09-15,backpack-securities-ecosystem,Backpack Securities,24845432.798364557,735102.6207224131,32637921.640222833,37,1,37,37
2026-09-15,bstocks-ecosystem,BTech Holdings Limited,521745211.7267509,10714295.42330563,209455186.20291322,56,1,55,55
2026-09-15,coinbase-ecosystem,Coinbase,10356986.907408396,184919.43388590962,36104968.75183068,10,1,10,10
2026-09-15,comtech-ecosystem,ComTech,3297961.787643473,-4747.032759334892,873164.2404442515,1,1,1,1
2026-09-15,dinari-ecosystem,Dinari,8100564.908164659,7156512.982556497,92433.59184120745,140,5,140,5
2026-09-15,figure-markets-ecosystem,"Figure Technology Solutions, Inc.",,,,1,1,0,0
2026-09-15,gate-ecosystem,Gate,0.0,0.0,33112.402294833904,1,0,1,1
2026-09-15,goldfish-ecosystem,Goldfish,81700088.31571083,34628.72540947795,33449.53993088602,1,1,1,1
2026-09-15,japaul-ltd-ecosystem,Japaul,,,,1,1,1,0
2026-09-15,kinesis-ecosystem,Kinesis Money,564526716.1491916,5998889.09207952,180212.39109392604,2,1,2,2
2026-09-15,kinka-ecosystem,Kinka,,,,1,2,0,0
2026-09-15,matrixdock-ecosystem,Matrixdock,74957253.26839708,325671.86977271736,495556.4920119629,2,11,2,2
2026-09-15,midas-labs-ecosystem,Midas Labs,5360911.375572978,-22694.98621585872,554111.495217306,1,1,1,1
2026-09-15,mks-pamp-ecosystem,MKS PAMP,10261465.068368288,-92670.35637170821,219.6629508714821,1,3,1,0
2026-09-15,ondo-tokenized-assets,Ondo Finance,931897312.4871174,21409596.641991973,171587464.969505,438,4,438,190
2026-09-15,paxos-ecosystem,Paxos Global,1849780560.919125,-8939223.381110668,137334288.4567711,1,1,1,1
2026-09-15,pleasing-ecosystem,Pleasing Market,84259897.87076841,-374494.4014838189,7.150608301830792,1,2,1,0
2026-09-15,prestocks-ecosystem,PreStocks,18801722.409856256,-362328.0672647096,3135932.25415416,7,1,7,5
2026-09-15,quorium-ecosystem,Quorium,,,,1,1,0,0
2026-09-15,reality-ecosystem,Reality,149685091.73244095,139320222.71437013,83486056.96091239,377,2,322,78
2026-09-15,republic-tokenized-pre-ipo-assets,Republic,39736323.436793946,688925.1722904593,866706.4567484868,2,1,1,1
2026-09-15,robinhood-chain-stocks-ecosystem,Robinhood Europe,158047685.5596987,898440.3859094083,287862429.23311985,186,1,186,77
2026-09-15,securitize-ecosystem,Securitize,16041152.400000002,94359.72000000253,0.0,1,3,1,0
2026-09-15,st0x-ecosystem,ST0x,1187589.865471121,15052.009882940212,1216594.187753192,16,1,16,7
2026-09-15,streamex-ecosystem,Streamex,13175167.07879438,553.9909676406533,0.0,1,1,0,0
2026-09-15,tessera-tokenized-pre-ipo-assets,Tessera Tokenized Pre-IPO Assets,,,,3,1,0,0
2026-09-15,tether-ecosystem,Tether,2777443864.7926526,-12934708.413164139,234650463.4434454,2,15,1,2
2026-09-15,token-teknoloji-a-s-ecosystem,Token Teknoloji,315.53597128992556,1.5434346850264546,14128.616850013397,4,3,2,1
2026-09-15,unitas-ecosystem,Unitas,12215852.08661379,30189.230104349554,97253.47781908182,1,1,1,1
2026-09-15,vnx-commodities-ag-ecosystem,VNX,6000450.857433443,-87880.17625309434,43822.014026896686,1,6,1,1
2026-09-15,xstocks-ecosystem,xStocks,835864466.6394502,91106254.96955216,116084456.15012656,135,16,119,67
2026-09-16,anchored-ecosystem,Anchored Labs,1055312.4339662732,34319.614058217965,0.0,80,6,80,0
2026-09-16,backpack-securities-ecosystem,Backpack Securities,24523293.583436605,-322139.21492795274,16945391.499543704,37,1,37,36
2026-09-16,bstocks-ecosystem,BTech Holdings Limited,526481243.6722513,4736031.945500374,202396406.33381888,56,1,55,55
2026-09-16,coinbase-ecosystem,Coinbase,9809247.383766765,-547739.523641631,30646676.062022433,10,1,10,10
2026-09-16,comtech-ecosystem,ComTech,3340714.2487937408,42752.46115026763,866069.0332856146,1,1,1,1
2026-09-16,dinari-ecosystem,Dinari,8268859.500977084,168294.59281242546,237024.47942000738,140,5,140,4
2026-09-16,figure-markets-ecosystem,"Figure Technology Solutions, Inc.",,,,1,1,0,0
2026-09-16,gate-ecosystem,Gate,0.0,0.0,26903.301409543557,1,0,1,1
2026-09-16,goldfish-ecosystem,Goldfish,81602102.20292346,-97986.11278736591,35031.946854578906,1,1,1,1
2026-09-16,japaul-ltd-ecosystem,Japaul,,,,1,1,1,0
2026-09-16,kinesis-ecosystem,Kinesis Money,572126986.1200117,7600269.970820069,159875.87381234454,2,1,2,2
2026-09-16,kinka-ecosystem,Kinka,,,,1,2,0,0
2026-09-16,matrixdock-ecosystem,Matrixdock,75872622.62955871,915369.3611616343,490669.92837172846,2,11,2,2
2026-09-16,midas-labs-ecosystem,Midas Labs,5437940.938738009,77029.56316503137,517394.37863999006,1,1,1,1
2026-09-16,mks-pamp-ecosystem,MKS PAMP,10423718.037004845,162252.96863655746,60.232858938878096,1,3,1,0
2026-09-16,ondo-tokenized-assets,Ondo Finance,904899602.0826365,-26997710.404480934,160334666.38843977,438,4,438,184
2026-09-16,paxos-ecosystem,Paxos Global,1885435758.6731105,35655197.753985405,172008955.12137675,1,1,1,1
